SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
132,CT2298,504_40651_Vikruthamala_CT2298,2G+3G,NSN,553_35903_VIKRUTHAMALA_CT2298,13.61198,79.55379,Rural,Vikruthamala,Yerpedu,,OD Plinth,5377.0,"Vikruthamala telephone exge,papanaidu pet (M).",Tirupati,SRI KALAHASTHI,517526.0,NBSNL,BSNL Infra,CT2298,GBT,40.0,35.0,Dual,Agisson,NSN,V.1,6/4/2010,BTS18K_OD,3.0,4-4-4,0/120/270,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/15/2017,0/120/270,RRH,3.0,35.0,Dual,Agisson,OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT2298,CT2298,,,,,CT2298,,,,,070818-YES-(fE+CDR_PTN-FX+NIB+PE-GE1(2-2-19)),45 Mbps,504.0,070818-YES-(fE+CDR_PTN-FX+NIB+PE-GE1(2-2-19)),STD,,
133,CT2300,504_40661_Ruya_CT2300,2G+3G,ZTE,346_5953_Ruya_CT2300B,13.64433,79.40616,DHQ,Tirupati,Tirupati (Urban),SH,Room,5383.0,"TRP_Ruya,Tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517507.0,NBSNL,BSNL Infra,CT2300,RTP,6.0,16.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,4/30/2009,BTS6K_OD_AC,3.0,2-2-2,100/220/330,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,7/4/2014,100/220/330,RRH,3.0,16.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,Optical,,100 Mbps,,,,,,Tiruapti,,346.0,CT2300,,,,,,CT2300,,,,,,100 Mbps,504.0,190718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
134,CT2301,505_53011_CTR_Collectrate_CT2301,2G+4G,NSN,4G_35911_Collectrate_CT2301,13.18318,79.09617,E-City,CHITTOOR,Chittoor,NH,Room,5421.0,"collector office, chittoor,Chittoor DT.",Chittoor,CHITTOOR,517002.0,NBSNL,BSNL Infra,CT2301,RTP,9.0,18.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,10/26/2009,BTS6K_OD_AC,3.0,4-4-4,120/200/250,1.0,OFC,E1,,,,,,,,60.0,Tirupati,V.1,2/18/2014,120/200/250,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2301,CT2301,,,,,CT2301,,,,,"250618-YES(CPE,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",100 Mbps,505.0,"250618-YES(CPE,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",CTR,,
135,CT2302,504_40671_Pudipatla_CT2302,2G+3G,ZTE,346_5955_Pudipatla_CT2302A,13.613879,79.3615,DHQ,Pudipatla,Tirupati (Rural),RC,Shelter,5375.0,"Pudipatla,Tirupati Rural.",Tirupati,CHANDRAGIRI,517505.0,NBSNL,BSNL Infra,CT2302,GBT,40.0,37.0,Dual,Agisson,NSN,V.1,10/21/2011,BTS18K_ID,3.0,4-4-4,20/180/240,1.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,11/6/2013,20/180/240,RRH,3.0,37.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2302,,,,,,CT2302,,,,,,100 Mbps,504.0,"220718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
136,CT2305,504_40681_Satrawada_CT2305,2G,,,13.32041,79.54844,Rural,Satrawada,Karvetinagar,SH,Room,5408.0,"Satrawada,Karvtinagar(M),Chittoor DT.",Tirupati,PUTTUR,517582.0,NBSNL,BSNL Infra,CT2305,RTP,9.0,18.0,Dual,Agisson,NSN,V.1,10/21/2011,BTS6K_OD_AC,3.0,2-2-2,20/100/280,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT2305,,,,,,CT2305,,,,,,,504.0,190818-YES-(E1+STR-MADM+STR-STM),STD,,
137,CT2306,505_53061_PunganurMW_CT2306,2G+4G,NSN,4G_35923_PunganurMW_CT2306,13.38551,78.58295,E-City,Punganur,Punganur,SH,Room,5415.0,"Micro wave stn,punganur.,Chittoor DT.",Rajampet,PUNGANUR,517247.0,BSNL,BSNL Infra,CT2306,GBT,100.0,40.0,Dual,Agisson,NSN,V.1,3/28/2012,BTS6K_OD_AC,3.0,4-4-4,70/210/290,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,2/20/2014,70/210/290,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2306,CT2306,,,,,CT2306,,,,,250818-YES(FX+PNG(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,505.0,250818-YES(FX+PNG(PTN)-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),PUG,,
138,CT2309,505_53091_MDP_PTClny_CT2309,2G+4G,NSN,4G_35932_MDP-PTColony_CT2309,13.55977,78.49305,E-City,Madanapalle,Madanapalle,,Room,5392.0,"P&T Colony, Madanapalle, Chittoor Dt",Chittoor,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2309,RTP,9.0,18.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,V.1,1/22/2013,S8K_ID,3.0,4-4-4,0/100/170,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,3/27/2014,0/100/170,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2309,CT2309,,,,,,,,,,230718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,230718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
139,CT2312,504_40691_ShivaJyothiNgr_CT2312,2G+3G,ZTE,346_5956_Sivajyothingr_CT2312A,13.65113,79.42678,DHQ,Tirupati,Tirupati (Urban),SH,Room,5383.0,"Sivajyothi nagar, Tirupati",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT2312,RTP,9.0,18.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,V.1,6/27/2012,S8K_ID,3.0,4-4-4,60/210/290,1.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,6/2/2014,60/210/290,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2312,,,,,,,,,,,,100 Mbps,504.0,"200718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
140,CT2314,504_40701_SKHT-Temple_CT2314,2G+3G,NSN,553_35943_SKHT-Temple_CT2314,13.74784,79.69771,E-City,Srikalahasti,Srikalahasti,,Room,5378.0,"BSNL(CT2314) PRO OFFICE,PRAKASHPARK HOTEL,SRIKALAHSTI TEMPLE,SRIKALAHASTI,CHITTOOR DIST,",Tirupati,SRI KALAHASTHI,517644.0,NBSNL,BSNL Infra,CT2314,RTP,9.0,22.0,Dual,Agisson,NSN,V.1,7/26/2012,S8K_ID,3.0,4-4-4,340/200/270,,DMW,,,NEW NEC,0.6 m,BSC67-23_Srikalhasthi3_CT2167A,E1,1.0,,67.0,Tirupati,VII,9/6/2016,340/200/270,RRH,3.0,22.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,45 Mbps,NEW NEC,0.6 m,CT2167,FE,,Tiruapti,50Mbps,553.0,CT2314,CT2314,,,,,,,,,2016949257@G/FXW/HYD/3548131/2016@K-19012/G/FVC/HYD/3547937/2016-CFA DTD 22-11-16,310718YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),45 Mbps,504.0,310718YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
141,CT5000,505_53101_MGStreet_VIOM_CT5000,2G+4G,NSN,4G_35951_MG-Street_CT5000,13.21356,79.0965,E-City,CHittoor,Chittoor,SH,Shelter,5421.0,"h.No: 18-486,MGR street ,Palamaneru road,Saraswathi auto mobile,Near bharat petrol bunk,Chitoor ,Andra pradesh-517001",Chittoor,CHITTOOR,517001.0,IP-VIOM,VIOM Networks,ANPCHI2184,RTT,18.0,18.0,Dual,Agisson,NSN,VII,3/13/2013,BTS18K_ID,3.0,4-4-4,30/70/280,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII,8/21/2014,30/70/280,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT5000,CT5000,,,,,CT5000,,,,,040718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),100 Mbps,505.0,040718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),CTR,,
142,CT5001,505_53111_EshwarammaCly_ATC_CT5001,2G+4G,NSN,4G_35963_EswrmaCly_ATC_CT5001,13.54804,78.50244,E-City,Madanapalli,Madanapalle,,Shelter,5392.0,"SyNo-86-1,Devalamstreetextension,Madanapallitown,Chittoor(D),AndhraPradesh. PIN:517330",Rajampet,MADANAPALLI,517330.0,IP-ATC,ATC,AP5008,RTT,15.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,6/21/2013,BTS18K_ID,3.0,4-4-4,50/140/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,2/19/2014,50/140/240,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT5001,CT5001,,,,,,,,,,130718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,130718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
143,CT5003,504_40711_Kapilatheertham_GTL_CT5003,2G+3G,ZTE,346_5958_KapilaTheertham_GTL_CT5003A,13.64933,79.42298,DHQ,Tirupati,Tirupati (Urban),SH,Shelter,5383.0,"H.No:18-3-60/D1, SANTHI NAGAR, YALAMURI BUILDING, KD ROAD, TIRUPATHI, CHITTOOR DIST, ANDHRA PRADESH-517501",Tirupati,CHANDRAGIRI,517501.0,IP-GTL,GTL,APR/RTP/B/09379,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,8/22/2014,BTS18K_ID,3.0,4-4-4,0/140/280,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,8/25/2014,0/140/280,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT5003,,,,,,,,,,,,100 Mbps,504.0,"210718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
144,CT5004,505_53141_DurgangrCly_VIOM_CT5004,2G+4G,NSN,4G_35971_DurgnagarColony_VIOM_CT5004,13.19112,79.09447,E-City,CHITTOOR,Chittoor,NH,Shelter,5421.0,"NEAR P-V-R-K COLLEGE,VELLORE ROAD,CHITTOOR 517002",Chittoor,CHITTOOR,517002.0,IP-VIOM,VIOM Networks,ANPCHI1717,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,5/24/2013,BTS18K_ID,3.0,4-4-4,0/120/220,,DMW,,,NEW NEC,0.6 m,BSC60-31_CTR_Greamspet_CT2002A,E1,1.0,,60.0,Tirupati,VII,4/4/2014,0/120/220,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2002,FE,,Tiruapti,40Mbps,4.0,CT5004,CT5004,,,,,CT5004,,,,2015812420@G/FXW/HYD/3156700/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,200918-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,200918-YES(fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),CTR,,
145,CT5005,505_53151_CTR_RagimanSt_VIOM_CT5005,2G+4G,NSN,4G_35983_RagimanuStreet_CT5005,13.22851,79.09705,E-City,CHITTOOR,Chittoor,,Shelter,5421.0,"SELVOME VINAYAKA TEMPLE,SANTHA PET,SRAVAN PALLI, ChittoorDist,AP- 517001",Chittoor,CHITTOOR,517001.0,IP-VIOM,VIOM Networks,ANPCHI1648,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,5/22/2013,S12K_ID,3.0,4-4-4,0/180/260,,DMW,,,NEW NEC,0.6 m,BSC60-27_CTR_Santhpeta_CT2004B,E1,1.0,,60.0,Tirupati,VII,5/21/2014,0/180/260,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2004,FE,,Tiruapti,100 Mbps,4.0,CT5005,CT5005,,,,,,,,,2015812433@G/FXW/HYD/3156701/2016@K-19012/G/FXW/HYD/2670760/2016-CFA 9-12-16,"260618-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",100 Mbps,505.0,"260618-YES(DMW,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",CTR,,
146,CT5008,504_40731_Jeevakona2_VIOM_CT5008,2G+3G,ZTE,346_5961_CTR_Jeevakona_VIOM_CT5008A,13.65152,79.43088,DHQ,Tirupati,Tirupati (Urban),,Shelter,5383.0,"B. Gangadharam, S/O Pichanna, H.NO 8-377A Sai Nagar, Satyanarayanapuram, Tirupati.",Tirupati,CHANDRAGIRI,517501.0,IP-VIOM,VIOM Networks,ANPQRL0050,RTT,18.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/1/2013,S12K_ID,3.0,4-4-4,45/140/280,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,12/18/2013,45/140/280,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT5008,,,,,,,,,,,,100 Mbps,504.0,"200718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
147,CT5009,504_40741_RDO-Office_CT5009,2G+3G,ZTE,346_5962_RDO_Office_CT5009A,13.62209,79.41636,DHQ,TIRUPATI,Tirupati (Urban),SH,Shelter,5383.0,"RDO OFFICE,AIRBYPASS ROAD,TIRUPATI",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT5009,RTT,12.0,18.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/10/2014,S12K_ID,3.0,4-4-4,60/180/260,2.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,7/15/2014,60/180/260,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,65 Mbps,,,,,,Tiruapti,,346.0,CT5009,,,,,,,,,,,,65 Mbps,504.0,170718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
148,CT5010,505_53201_NGVPalliBuStand_VIOM_CT5010,2G+4G,NSN,4G_36001_NGVPalliBuStand_VIOM_CT5010,13.57206,78.50049,E-City,Madanapalle,Madanapalle,SH,Shelter,5392.0,"H.no.2-250-45-2, , Neeruguttapalli, Madanapalli. Chittoor PIN:517325",Rajampet,MADANAPALLI,517325.0,IP-VIOM,VIOM Networks,ANPCHI1456,RTT,24.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/5/2013,BTS18K_ID,3.0,4-4-4,160/220/340,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,7/28/2014,160/220/340,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT5010,CT5010,,,,,CT5010,,,,,140718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,140718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
149,CT5011,504_40751_DasariMatam_ITIL_CT5011,2G+3G,ZTE,346_5963_Dasarimatam_ASD_CT5011A,13.62699,79.42408,DHQ,Tiruapti,Tirupati (Urban),RC,Shelter,5383.0,drr lodge; beside D.R.mahal; tirupathi.;address;D.R.mahal,Tirupati,CHANDRAGIRI,517501.0,IP-ITIL,Ascend Telecom Infrastructure PVT LTD,5580,RTT,12.0,21.0,Dual,Agisson,NSN,VII,2/19/2013,S12K_ID,3.0,4-4-4,160/240/340,,DMW,,,NEW NEC,0.6 m,BSC58-21_TRP_TUDA_CT2076A,E1,1.0,,58.0,Tirupati,VII,2/24/2014,160/240/340,RRH,3.0,21.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2076,FE,,Tiruapti,80 Mbps,346.0,CT5011,,,,,,,,,,2015812054@G/FXW/HYD/3156686/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,100 Mbps,504.0,"140718-YES-(CPE,FE+TRP-MADM+PE2(2-2-31))",TRP,,
150,CT5014,504_40781_Hotelchakri_GTL_CT5014,2G+3G,ZTE,346_5965_TPT_HotelChakri_GTL_CT5014A,13.62313,79.42973,DHQ,Tirupati,Tirupati (Urban),SH,Room,5383.0,"CHAKRIE REIDENCY HOTEL #19-9-29/A,TIRUCHANUR ROAD,SANKARAMBADI CIRCLE, TIRUPATHI PIN:517501",Tirupati,CHANDRAGIRI,517503.0,IP-GTL,GTL,APR/RTP/K/15058,RTP,6.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/5/2013,BTS18K_ID,3.0,4-4-4,340/90/260,2.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,8/22/2013,340/90/260,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT5014,,,,,,,,,,,,100 Mbps,504.0,"140718-YES-(CPE,FE+TRP-MADM+PE2(2-2-31))",TRP,,
151,CT5015,504_40791_RajaGardens_GTL_CT5015,2G+4G,NSN,4G_36421_RajGardns_GTL_CT5015,13.43238,79.55534,E-City,Puttur,Puttur,,Shelter,5407.0,"H-NO:11-2A,Raja Gardens,Nagari Road,Puttur,Chittoor dt.517583",Tirupati,PUTTUR,517583.0,IP-GTL,GTL,APR/RTT/K/15083,RTT,15.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/13/2013,S12K_ID,3.0,4-4-4,5/110/240,,DMW,,,NEW NEC,0.6 m,BSC67-14_Puttur_CT2065A,E1,1.0,,67.0,Tirupati,VII,9/23/2016,5/110/240,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2065,FE,,Tiruapti,25Mbps,4.0,CT5015,CT5015,,CT5015,,,,,,,2015813436@G/FXW/HYD/3156716/2016@CLEARED ONLINE,190818YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),100 Mbps,504.0,180818YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),PUT,,
152,CT5016,504_40801_SMangapuram_GTL_CT5016,2G+3G,HUW,102_0101_SMANGAPURAM_GTL_CT5016A,13.60566,79.33043,DHQ,Srinivasamangapuram,Chandragiri,NH,Shelter,5384.0,"S.Y.No:592-4A,Mr. SRINIVASULU, SRINIVASA RESIDENCY,SRINIVASA MANGAPURAM(V),CHANDRAGIRI(M), CHITTOOR (DT),PIN:517101. Mobile No: 9440376824",Tirupati,CHANDRAGIRI,517101.0,IP-GTL,GTL,APR/GBT/K/15248,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/2/2013,S12K_ID,3.0,4-4-4,140/270/340,,DMW,,,Huawei,0.6 m,BSC58-17_Chandragiri_CT2032A,E1,1.0,,58.0,Tirupati,VII +,10/26/2016,140/270/340,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,Huawei,0.6 m,CT2032,FE,,Tiruapti,50Mbps,102.0,CT5016,,,,,,,,,,2015812308@G/FXW/HYD/3156691/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,100 Mbps,504.0,300818-YES-(E1+STR-MADM+STR-STM),TRP,,
153,CT5017,505_53211_CTR-Sawanpalli_VIOM_CT5017,2G+4G,NSN,4G_36022_Sawanapalli_VIOM_CT5017,13.22876,79.11124,E-City,CHITTOOR,Chittoor,SH,Shelter,5421.0,"SY-NO-61, KATAMANCHI VILLAGE, CHITTOR MUNICIPALITY, CHITTOR DIST-517001.",Chittoor,CHITTOOR,517001.0,IP-VIOM,VIOM Networks,ANPCHI2841,RTT,18.0,28.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,8/26/2013,S12K_ID,3.0,4-4-4,25/170/240,,DMW,,,NEW NEC,0.6 m,BSC60-21_Chittoor_OFC_CT2003A,E1,1.0,,60.0,Tirupati,VII,8/23/2016,25/170/240,RRH,3.0,28.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2003,FE,,Tiruapti,60Mbps,4.0,CT5017,CT5017,,,,,,,,,2015812449@G/FXW/HYD/3156702/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,190718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),100 Mbps,505.0,190718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),CTR,,
154,CT5018,504_40811_Satyaveedu_VIOM_CT5018,2G+4G,NSN,4G_36032_Satyaved_VIOM_CT5018,13.43718,79.9547,E-City,Satyavedu,Satyavedu,SH,Shelter,5402.0,"Survey No. 333/6, Satyaveedu Village & Mandal, Chittor District,",Tirupati,SATYAVEDU,517588.0,IP-VIOM,VIOM Networks,ANPCHI0049,GBT,40.0,30.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,6/24/2013,S12K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII,10/5/2016,0/120/240,RRH,3.0,30.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,50 Mbps,,,,,,Tiruapti,,4.0,CT5018,CT5018,,,,,,,,,,230818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),50 Mbps,504.0,230818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),STV,,
155,CT5019,505_53221_Thenepalli_VIOM_CT5019,2G+3G,NSN,553_36042_TENEPALI_VIOM_CT5019,13.372,79.0861,Rural,Thenepalle,Puthalapattu,NH,Shelter,5410.0,"Sy.No:564/12/A, Thenepalli vill, Puthalapattu Mandal, Chittore-517124",Chittoor,CHITTOOR,517124.0,IP-VIOM,VIOM Networks,ANPCHI2162,GBT,50.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,12/7/2013,BTS18K_ID,3.0,4-4-4,30/165/315,,DMW,,,NEW NEC(HFCL),0.6 m,BSC60-17_Putalapattu_CT2029A,E1,1.0,,60.0,Tirupati,VII +,4/1/2017,30/165/315,RRH,3.0,39.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC(HFCL),0.6 m,CT2029,FE,,Tiruapti,30Mbps,553.0,CT5019,CT5019,,,,,CT5019,,,,2015813397@G/FXW/HYD/3156707/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,120718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,120718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),STD,,
156,CT5020,504_40821_PTR-PunnamiHotel_VIOM_CT5020,2G+4G,NSN,4G_36431_PunnamiHotel_CT5020,13.44753,79.55409,E-City,PUTTUR,Puttur,NH,Shelter,5407.0,VIOM(ANPCHI2745) Sy.no. 216/13B; Puttur Village & Mandal; Chittoor Dist.,Tirupati,PUTTUR,517583.0,IP-VIOM,VIOM Networks,ANPCHI2745,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,8/29/2013,BTS18K_ID,3.0,4-4-4,170/220/320,,DMW,,,NEW NEC,0.6 m,BSC67-14_Puttur_CT2065A,E1,1.0,,67.0,Tirupati,VII,3/28/2014,170/220/320,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2065,FE,,Tiruapti,30Mbps,4.0,CT5020,CT5020,,CT5020,,,CT5020,,,,2015813426@G/FXW/HYD/3156714/2016@CLEARED ONLINE,180818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,504.0,180818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),PUT,,
