SR.NO,RPID,SITE_NAME_3G,SITE_NAME,TECHNOLOGY,3G_TECH,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
55,CT5045,553_36133_Battamdoddi_CT5045,505_53291_Battamdoddi_CT5045,2G+3G,NSN,13.33249,78.61722,Rural,Battamdoddi,Punganur,SH,Shelter,5415.0,"battamdoddi,sy.No 307/1, bandlapalle,battamdoddi village and post ,punganur mandal 517247",Chittoor,PUNGANUR,517247.0,NBSNL,BSNL Infra,CT5045,GBT,40.0,38.0,Mono,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,2/26/2015,BTS18K_ID,3.0,4-4-4,10/145/245,,DMW,,,HUAWEI,0.6m,BSC70-20_Punganur_CT2015A,E1,1.0,,70.0,Tirupati,,,,RRH,,,,,,,,20 Mbps,,,,,,,,553,CT5045,,CT5045,,,,CT5045,,,,2017265548@12/9/2017@,060818-YES(FE-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),20 Mbps,505.0,060818-YES(FE-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
56,CT5046,553_36141_MotherTeresaInstitute_CT5046,505_53301_MotherTeresa_CT5046,2G+3G,NSN,13.24433,78.727747,Rural,PUNGANUR,Gangavaram,SH,Shelter,5417.0,"Holy Cross Educational Society Kallupalli (V), Gangavaram(M)",Chittoor,PALMANER,517408.0,NBSNL,BSNL Infra,CT5046,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/24/2014,S12K_ID,3.0,4-4-4,0/90/190,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,7/14/2014,0/90/190,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT5046,CT5046,,,,,,,,,2017265551@12/9/2017@,040818YES(FE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),45 Mbps,505.0,040818YES(FE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),STD,,
57,CT5048,553_36151_Patapeta_CT5048,505_53311_Patapeta_CT5048,2G+3G,NSN,12.75431,78.34687,E-City,KUPPAM,kuppam,,Shelter,5427.0,"PATHAPETA_KUPPAM,sy.no 45,ward no 6,HP road , patapeta kuppam,chittor district,517425",Chittoor,KUPPAM,517425.0,NBSNL,BSNL Infra,CT5048,GBT,40.0,40.0,Mono,KATHREIN,NSN,VII,9/23/2014,S12K_ID,3.0,4-4-4,40/140/230,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,7/21/2016,40/140/230,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT5048,CT5048,,,,,,,,,,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),45 Mbps,505.0,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),KPM,,
58,CT5051,553_36161_Mungilipattu_CT5051,505_53331_Mungilipattu_CT5051,2G+3G,NSN,13.56039,79.24861,Rural,Mungilipattu,Chandragiri,RC,Room,5384.0,B.Bhaskar Naidu. Cell: 9441492379 Backside of Telephone Excg Mungilipattu,Chittoor,PAKALA,517102.0,BSNL,BSNL Infra,CT5051,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/25/2014,S12K_ID,3.0,4-4-4,80/220/40,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,3/3/2017,80/220/40,RRH,2.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT5051,CT5051,,,,,,,,,,230818-YES-(FE+PKA_PTN+NIB+PE-GE1(2-2-19)),45 Mbps,505.0,230818-YES-(FE+PKA_PTN+NIB+PE-GE1(2-2-19)),STD,,
59,CT5054,553_36173_Palamangalam_CT5054,504_40921_Palamangalam_CT5054,2G+3G,NSN,13.41071,79.68068,Rural,Palamangalam,Narayanavanam,NH,Shelter,5400.0,"Smt K.Anitha at S.No 168-17, Palamangalam (V) Narayanavaram Mandal.",Tirupati,PUTTUR,517581.0,NBSNL,BSNL Infra,CT5054,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,5/24/2014,BTS18K_ID,3.0,4-4-4,90/160/260,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,45 Mbps,,,,,,,,553,CT5054,,CT5054,,,,CT5054,,,,,"260518YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",45 Mbps,504.0,"310718YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",STD,,
60,CT5056,553_36181_Appalayagunta_CT5056,504_40941_Appalayagunta_CT5056,2G+3G,NSN,13.53869,79.47395,Rural,Appalayagunta,Srikalahasti,,Shelter,5378.0,"R.Subramanyam,Appalayagunta,Chittor Dt.",Tirupati,PUTTUR,517551.0,NBSNL,BSNL Infra,CT5056,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,8/12/2014,BTS18K_ID,3.0,4-4-4,20/130/290,,DMW,,,NEW NEC,0.6 m,BSC67-84_Vadamalpet_CT2078A,E1,1.0,,67.0,Tirupati,,,,RRH,,,,,,,,45 Mbps,,,,,,,,553,CT5056,,CT5056,,,,CT5056,,,,2015813442@G/FXW/HYD/3156719/2016@K-19012/G/FXW/HYD/2670760/2016-CFA 9-12-16,"030618YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",45 Mbps,504.0,"290718YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",STD,,
61,CT5065,553_36201_CGOLLAPALLI_CT5065,504_40971_CGollapalli_VIOM_CT5065,2G+3G,NSN,13.59447,79.38134,DHQ,Gollapalli,Tirupati (Rural),NH,Shelter,5375.0,"S.N8.29-1, Gollapally Vlg, Tirupati, Chittoor Dist-AP-517505",tirupati,CHANDRAGIRI,517505.0,IP-VIOM,VIOM Networks,ANPCHI1686,GBT,40.0,35.0,Mono,Agisson,NSN,VII,9/18/2014,S12K_ID,3.0,4-4-4,80/260/300,,DMW,,,NEW NEC,0.6 m,BSC58-26_DurgaSamudram_CT2239B,E1,1.0,,58.0,Tirupati,VII +,10/15/2016,80/260/300,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2239,FE,,Tiruapti,45Mbps,553,CT5065,CT5065,,,,,,,,,2015812372@G/FXW/HYD/3156696/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,250718-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),100 Mbps,504.0,310718-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),STD,,
62,CT5066,553_36211_SKHT-RailwayStation_RTEL_CT5066,504_40981_SrikalahastiRS_RTEL_CT5066,2G+3G,NSN,13.74617,79.68356,E-City,Srikalahasti,Srikalahasti,RC,Room,5378.0,SRIKALAHASTI RAILWAY STATION SRI KALA HASTI VILL; DIST. CHITOOR.,Tirupati,SRI KALAHASTHI,517644.0,IP-RTEL,Railtel,Railtel_Srikalahasti,GBT,60.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/7/2015,S12K_ID,3.0,4-4-4,45/180/270,,DMW,,,NEW NEC,0.6 m,BSC67-15_SrikalhastiMW_CT2069A,E1,1.0,,67.0,Tirupati,VII,10/27/2016,45/180/270,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2069,FE,,Tiruapti,50Mbps,553,CT5066,CT5066,,,,,,,,,2015745927@G/FXW/HYD/2892025/2015]@dated8/10/2015,040818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,040818YES(FE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
63,CT5068,553_36553_Narayanagiri_Tirumala_CT5068,504_41171_Narayanagiri_Tirumala_CT5068,2G+3G,NSN,13.67914,79.33315,E-City,TIRUMALA,Tirupati (Urban),PP,Room,5383.0,"Narayanagiri Rd,Srihari Padalu,Tirumala,Tirupati, Andhra Pradesh 517504",Tirupati,CHANDRAGIRI,517504.0,IP-Railtel,Railtel,Railtel_Tirumala2,GBT,40.0,15.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/19/2015,MTC_ID,3.0,4-4-4,30/80/120,,DMW,,,NEW NEC,0.6 m,283_41_TPT_Tirumala_CT2017A,FE,,65 Mbps,504.0,Tirupati,VIII,9/10/2015,30/80/120,RRH,3.0,15.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2017,FE,,Tiruapti,100 Mbps,553,,,,,,,,,,,2015745922@G/FXW/HYD/2892024/2015@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,100 Mbps,,,,,
64,CT5080,553_36563_Octopus_CT5080,504_41181_OCTOPUS_CT5080,2G+3G,NSN,13.67661,79.352,E-City,Tirumala,Tirupati (Urban),PP,Room,5383.0,"OCTOPUS CAMPUS, TIRUMALA",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5080,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/30/2014,MTC_ID,3.0,4-4-4,40/200/290,,OFC,FE,65 Mbps,,,,,,,504.0,Tirupati,VIII,8/19/2014,40/200/290,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,,,,,,,,,,,,,100 Mbps,,,,,
65,CT5082,553_36293_Rmallavaram_CT5082,504_41031_RMallavaram_CT5082,2G+3G,NSN,13.66836,79.56335,Rural,RMallavaram,Renigunta,NH,OD Plinth,5376.0,"Shree Institute of Technical Education,Krishnapuram(v), Renigunta",Tirupati,SRI KALAHASTHI,517619.0,NBSNL,BSNL Infra,CT5082,GBT,40.0,38.0,Mono,AGISSON,NSN,VII,6/12/2014,S12K_OD,3.0,4-4-4,40/150/240,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/9/2017,40/150/240,RRH,3.0,37.0,Mono,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,70 Mbps,,,,,,Tiruapti,,553,CT5082,CT5082,,,,,,,,,,140818-YES-(GE+RENI_PTN3/11+NIB-4/5+PE-GE1(2-2-19)),70 Mbps,504.0,140818-YES-(GE+RENI_PTN3/11+NIB-4/5+PE-GE1(2-2-19)),STD,,
66,CT5088,553_36572_SANNIDHANAM_CT5088,504_41192_SANNIDHANAM_CT5088,2G+3G,NSN,13.67174,79.34921,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"sannidanam,sannidanam guest house , tirumala, tirupati-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5088,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,2/9/2016,MTC_ID,3.0,4-4-4,0/100/200,,DMW,,,NEW NEC,0.6 m,283_46_OCTOPUS_CT5080A,FE,,65 Mbps,504.0,Tirupati,VIII,5/30/2016,0/100/200,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT5080,FE,,Tiruapti,100 Mbps,553,,,,,,,,,,,2015122969@G/FVC/HYD/3381980/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
67,CT5089,553_36531_Koustubham_CT5089,504_41202_Koustubham_CT5089,2G+3G,NSN,13.68016,79.35332,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"koustubam,Koustubam guest house , tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5089,RTP,9.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,11/17/2015,MTC_ID,3.0,4-4-4,0/80/140,,DMW,,,NEW NEC,0.6 m,283_43_Sudharshan_Tirumala_CT2070A,FE,,65 Mbps,504.0,Tirupati,VIII,1/4/2016,0/80/140,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2070,FE,,Tiruapti,66Mbps,553,,,,,,,,,,,2015122942@G/FVC/HYD/3381979/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
68,CT5090,553_36582_AKASA_GANGA_CT5090,504_41212_AKASAGANGA_CT5090,2G+3G,NSN,13.7041,79.34438,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"Akashaganga,Akashaganga near papavinasanam ,Tirumala517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5090,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,10/16/2016,MTC_ID,3.0,4-4-4,0/140/260,,DMW,,,NEW NEC,0.6 m,283_46_OCTOPUS_CT5080A,FE,,65 Mbps,504.0,Tirupati,VIII,10/16/2016,0/140/260,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT5080,FE,,Tiruapti,60Mbps,553,,,,,,,,,,,2016662566@G/FVC/HYD/3611831/2017@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
69,CT5091,553_36593_MOKALLAMITTA_CT5091,504_41222_MOKALLAMITTA_CT5091,2G+3G,NSN,13.66742,79.35382,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"Mokalla mitta,Mokallamitta, Uproad , Tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5091,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,10/5/2016,MTC_ID,3.0,4-4-4,20/120/250,,OFC,FE,65 Mbps,,,,,,,504.0,Tirupati,VIII,10/5/2016,20/120/250,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,,,,,,,,,,,,,100 Mbps,,,,,
70,CT5093,553_36602_Narayana_giri_GH_CT5093,504_41231_Narayanagiri_GH_CT5093,2G+3G,NSN,13.67971,79.34032,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"SV_Guest_House,SV Guest House , Tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5093,RTP,9.0,27.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,6/9/2016,MTC_ID,3.0,4-4-4,0/70/150,,DMW,,,NEW NEC,0.6 m,283_41_TPT_Tirumala_CT2017A,FE,,65 Mbps,504.0,Tirupati,VIII,6/9/2016,0/70/150,RRH,3.0,27.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2017,FE,,Tiruapti,100 Mbps,553,,,,,,,,,,,2016906259@G/FXW/HYD/3504451/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
71,CT5096,553_36611_SPGH_CT5096,504_41251_SPGH_CT5096,2G+3G,NSN,13.67752,79.34565,E-City,TIRUMALA,Tirupati (Urban),PP,Shelter,5383.0,"Padmavati_Guest_House,Padmavati Guest House , Tirumala-517504",Tirupati,CHANDRAGIRI,517504.0,NBSNL,BSNL Infra,CT5096,RTP,9.0,15.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,6/9/2016,MTC_ID,3.0,4-4-4,30/100/240,,DMW,,,NEW NEC,0.6 m,283_46_OCTOPUS_CT5080A,FE,,65 Mbps,504.0,Tirupati,VIII,6/9/2016,30/100/240,RRH,3.0,15.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT5080,FE,,Tiruapti,100 Mbps,553,,,,,,,,,,,2016906204@G/FXW/HYD/3504452/2016@K-19012/G/FVC/HYD/23642939/2014-CFA DT9-5-17,,100 Mbps,,,,,
72,CT5103,553_36373_SKHT-CNIL_CT5103,504_41101_SKHTCNIL_CT5103,2G+3G,NSN,13.75181,79.70676,E-City,Srikalahasti,Srikalahasti,,Shelter,5378.0,DN.7-437; WAR NO.7 P.V ROAD; SRIKALAHASTI.;address;srikalahasti,Tirupati,SRI KALAHASTHI,517644.0,IP,GTL,APR/RTP/K/15266,RTP,9.0,18.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII+,8/13/2017,BTS18K_ID,3.0,4-4-4,40/150/300,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,3/18/2017,40/150/300,RRH,3.0,18.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553,CT5103,CT5103,,,,,,,,,,270818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),100 Mbps,504.0,270818YES(MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
73,CT5515,553_36671_Pathikonda_ATC_CT5515,BSC70-51_Pathikonda_ATC_CT5515,2G+3G,NSN,13.18298,78.63658,Rural,Pathikonda,Palamaner,,OD Plinth,5422.0,"Pathikonda,palamner (M),Chittoor DT.",Chittoor,PALMANER,517432.0,IP-ATC,ATC,AP3092,GBT,40.0,37.0,Mono,HIGH WAY,Nortel,IV,5/3/2006,S8K_OD,3.0,4-4-4,174/251/336,,DMW,,,NEW NEC,0.6m,BSC70-69_Dandapalle_CT2235B,E1,1.0,,70.0,Tirupati,VIII.4,12/28/2019,,RRH,,,,,DMW,,,,,,,,,,,553,,,,,,,,CT2061,,,,,,0.0,,,,
74,CT5516,553_36461_553_TRP_Mangalam_CT5516,504_41111_TRP-Mangalam_IND_CT5516,2G+3G,NSN,13.6572,79.46129,DHQ,Tirupati,TIRUPATI,,OD PLINTH,,"MANGALAM,CUDDAPAH ROAD,TIRUPATI,CHITTOOR DIST-517507.",Tirupati,CHANDRAGIRI,517501.0,IP,INDUS,IN-1005950,RTT,24.0,24.0,Dual,MOBI,NSN,VIII,9/29/2018,,3.0,4-4-4,,,OFC,,,,,,,,,,,VIII,,,RRH,,,,,,,,60 Mbps,,,,,,,,553,,,CT5516,,,CT5516,,,,,,121018YES(FE+PTN_REN+PE)PE1(2-2-19),60 Mbps,504.0,290918-YES(FE+PTN_REN+PE)PE1(2-2-19),TRP,,
75,CT5551,553_53121_Thotaplle_IND_CT5551,505_53121_Thotaplle_IND_CT5551,2G+3G,NSN,13.43116,79.12963,Rural,Thotapalle,Pakala,NH,OD Plinth,5396.0,"D.No.3-60, Thotapalle (V), Pakala (M), Chittoor Dt",Chittoor,PAKALA,517112.0,IP-INDUS,INDUS,IN-1066809,GBT,40.0,30.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,12/10/2013,BTS18K_OD,3.0,4-4-4,50/240/340,,DMW,,,NEW NEC(HFCL),0.6 m,BSC60-37_Pakala-SDCA_CT2036A,E1,1.0,,60.0,Tirupati,VII+,,,RRH,3.0,,,,DMW,FE,,,,,,,,Tirupati,,553,CT5551,CT5551,,,,,CT5002,,,,2015812489@G/FXW/HYD/3156705/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,,505.0,230618-YES(FX+PKL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
76,CT5552,553_36281_Nagari_Indus_CT5552,504_41011_Nagari_INDUS_CT5552,2G+3G,NSN,13.32257,79.58581,E-City,NAGARI,Nagari,SH,OD Plinth,5406.0,"D.NO:-8-44, KASTHURIBHAI MAHAL KALYANA MANDAPAM, PRAKASHAM ROAD; NEAR CHVADI NAGARI (VI&TALUK) CHITTOOR(DT), AP, 517590",Tirupati,PUTTUR,517590.0,IP-INDUS,Indus Towers,IN-1005854,RTT,34.0,34.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/31/2020,S12K_ID,3.0,4-4-4,0/70/180,,DMW,,,NEW NEC,0.6 m,BSC67-91_Ekambarakupam_CT9002A,E1,1.0,,67.0,Tirupati,VII,7/31/2020,0/70/180,RRH,3.0,34.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,70 Mbps,NEW NEC,0.6 m,CT9002,FE,,Tiruapti,25Mbps,553,CT5078,CT5078,,,,,,,,,2015813444@G/FXW/HYD/3156720/2016@CLEARED ONLINE,060718YES(fe+MADM1-3-3(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),70 Mbps,504.0,280718YES(fe+MADM1-3-3(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),EKM,,
77,CT5565,553_36691_IIT_Tirupati_CT5565,IIT_Tirupati_CT5565,3G,NSN,,,RURAL,YERPEDU,YERPEDU,,SHELTER,,,TIRUPATI,SRI KALAHASTHI,,NBSNL,BSNL INFRA,CT5565,RTT,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,,,,,,,OFC,FX,,,,,,,,,,553,,,,,,,,,,,,,,0.0,,,,
78,CT9002,553_36331_Ekambarakuppam-TE_CT9002,504_41081_Ekambarakuppam-TE_CT9002,2G+3G,NSN,13.3181,79.57031,E-City,Ekambarakuppam,Nagari,RC,Exchange,5406.0,"Ekm exge,Ekm.,Chittoor DT.",Tirupati,PUTTUR,517592.0,BSNL,BSNL Infra,CT9002,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,I,6/6/2004,S12K_ID,3.0,4-4-4,30/90/220,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII,2/24/2014,30/90/220,ID,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,70 Mbps,,,,,,Tiruapti,,553,CT9002,CT9002,,,,,,,,,,070718YES(fe+FE-MADM1-3-4(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),70 Mbps,504.0,210818YES(fe+FE-MADM1-3-4(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),EKM,,
79,CT9005,553_36343_Dravidauniversity_CT9005,505_53421_DravidaUniversity_KUP_CT9005,2G+3G,NSN,12.80146,78.30411,Rural,KUPPAM,kuppam,,Room,5427.0,"Dravidian university,kuppam,Chittoor DT.",Chittoor,KUPPAM,517426.0,NBSNL,BSNL Infra,CT9005,RTP,9.0,15.0,Dual,XAHT,NSN,IV.5,2/16/2010,BTS6K_OD_AC,3.0,2-2-2,100/200/280,2.0,OFC,E1,,,,,,,,70.0,Tirupati,VII +,5/23/2017,100/200/280,RRH,3.0,15.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553,CT9005,CT9005,,,,,CT9005,,,,,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),45 Mbps,505.0,250818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),KPM,,
